Date,High,Low,Open,Close,Volume,Adj Close
2020-11-10,95.2699966430664,93.13999938964844,93.73999786376953,93.91999816894531,10474700.0,93.91999816894531
2020-11-11,95.83000183105469,94.0199966430664,94.11000061035156,95.04000091552734,8296500.0,95.04000091552734
2020-11-12,94.76000213623047,92.66000366210938,94.66000366210938,93.52999877929688,7058400.0,93.52999877929688
2020-11-13,95.58999633789062,93.69999694824219,94.37999725341797,95.55999755859375,5516100.0,95.55999755859375
2020-11-16,97.80999755859375,96.0199966430664,96.79000091552734,97.77999877929688,9371300.0,97.77999877929688
2020-11-17,98.77999877929688,96.80999755859375,97.20999908447266,98.5999984741211,8722300.0,98.5999984741211
2020-11-18,99.33000183105469,97.91000366210938,98.62999725341797,97.91000366210938,6039500.0,97.91000366210938
2020-11-19,97.91999816894531,96.86000061035156,97.23999786376953,97.76000213623047,4252300.0,97.76000213623047
2020-11-20,97.54000091552734,96.94999694824219,97.41999816894531,97.01000213623047,4609700.0,97.01000213623047
2020-11-23,97.86000061035156,96.41999816894531,97.62000274658203,96.87999725341797,4803200.0,96.87999725341797
2020-11-24,98.72000122070312,97.4000015258789,97.51000213623047,98.30000305175781,6319900.0,98.30000305175781
2020-11-25,98.54000091552734,97.94000244140625,98.5,98.19999694824219,4027100.0,98.19999694824219
2020-11-27,98.9800033569336,98.27999877929688,98.4800033569336,98.66000366210938,2169700.0,98.66000366210938
2020-11-30,98.29000091552734,96.95999908447266,98.19999694824219,98.0199966430664,5197300.0,98.0199966430664
2020-12-01,99.26000213623047,98.25,99.0,98.81999969482422,4970000.0,98.81999969482422
2020-12-02,99.04000091552734,98.20999908447266,98.51000213623047,98.91000366210938,3377900.0,98.91000366210938
2020-12-03,101.0,98.97000122070312,99.0199966430664,100.11000061035156,6264100.0,100.11000061035156
2020-12-04,102.94000244140625,101.06999969482422,101.3499984741211,102.27999877929688,6952700.0,102.27999877929688
2020-12-07,102.22000122070312,100.69000244140625,102.01000213623047,101.41000366210938,4514800.0,101.41000366210938
2020-12-08,101.56999969482422,100.01000213623047,100.37000274658203,101.20999908447266,3911300.0,101.20999908447266
2020-12-09,102.20999908447266,100.0999984741211,101.94000244140625,100.4000015258789,6629900.0,100.4000015258789
2020-12-10,106.08999633789062,102.75,103.51000213623047,105.38999938964844,12939200.0,105.38999938964844
2020-12-11,104.77999877929688,102.33000183105469,104.41000366210938,103.0,6262600.0,103.0
2020-12-14,104.70999908447266,103.25,103.83000183105469,103.31999969482422,5156200.0,103.31999969482422
2020-12-15,104.86000061035156,103.77999877929688,104.23999786376953,104.18000030517578,5196700.0,104.18000030517578
2020-12-16,104.80000305175781,102.72000122070312,104.0999984741211,103.2699966430664,6409300.0,103.2699966430664
2020-12-17,104.04000091552734,102.61000061035156,103.55000305175781,103.20999908447266,4535700.0,103.20999908447266
2020-12-18,104.11000061035156,102.94999694824219,103.33000183105469,103.27999877929688,10215000.0,103.27999877929688
2020-12-21,103.1500015258789,100.0199966430664,101.22000122070312,102.94000244140625,7175900.0,102.94000244140625
2020-12-22,103.16999816894531,101.88999938964844,102.12000274658203,102.41000366210938,4302700.0,102.41000366210938
2020-12-23,102.69000244140625,101.97000122070312,102.29000091552734,102.05999755859375,3817300.0,102.05999755859375
2020-12-24,102.36000061035156,101.68000030517578,102.30000305175781,102.01000213623047,1949200.0,102.01000213623047
2020-12-28,104.37999725341797,102.30999755859375,102.91999816894531,104.33999633789062,5055200.0,104.33999633789062
2020-12-29,105.77999877929688,104.47000122070312,104.88999938964844,105.62999725341797,4780900.0,105.62999725341797
2020-12-30,106.62000274658203,105.77999877929688,105.98999786376953,105.97000122070312,3654100.0,105.97000122070312
2020-12-31,107.13999938964844,105.62000274658203,106.0,106.9800033569336,3565700.0,106.9800033569336
2021-01-04,107.75,102.13999938964844,107.66000366210938,103.0999984741211,8041500.0,103.0999984741211
2021-01-05,104.26000213623047,102.80000305175781,102.91999816894531,103.44000244140625,5721900.0,103.44000244140625
2021-01-06,105.20999908447266,102.91000366210938,102.98999786376953,104.19000244140625,5017200.0,104.19000244140625
2021-01-07,104.63999938964844,102.94999694824219,104.48999786376953,103.3499984741211,5057000.0,103.3499984741211
2021-01-08,105.76000213623047,103.41999816894531,103.86000061035156,105.66999816894531,5868700.0,105.66999816894531
2021-01-11,105.63999938964844,104.2699966430664,105.0999984741211,104.5999984741211,4258000.0,104.5999984741211
2021-01-12,104.31999969482422,102.30999755859375,104.01000213623047,102.81999969482422,4332600.0,102.81999969482422
2021-01-13,103.37999725341797,101.48999786376953,102.31999969482422,102.88999938964844,4804500.0,102.88999938964844
2021-01-14,104.19000244140625,101.70999908447266,103.80000305175781,101.81999969482422,4528300.0,101.81999969482422
2021-01-15,102.69000244140625,101.20999908447266,101.37999725341797,102.33000183105469,5522900.0,102.33000183105469
2021-01-19,103.5999984741211,101.33999633789062,102.80000305175781,102.54000091552734,6519600.0,102.54000091552734
2021-01-20,105.8499984741211,102.19999694824219,102.41000366210938,105.45999908447266,5844300.0,105.45999908447266
2021-01-21,105.48999786376953,104.44999694824219,105.45999908447266,104.58000183105469,5732900.0,104.58000183105469
2021-01-22,104.47000122070312,103.05999755859375,104.16000366210938,103.91000366210938,5230400.0,103.91000366210938
2021-01-25,103.94999694824219,102.16999816894531,103.75,103.44999694824219,5009000.0,103.44999694824219
2021-01-26,105.20999908447266,103.23999786376953,103.4000015258789,104.69000244140625,7195300.0,104.69000244140625
2021-01-27,101.77999877929688,96.7300033569336,101.4800033569336,97.87000274658203,18139500.0,97.87000274658203
2021-01-28,100.52999877929688,98.0999984741211,98.94000244140625,98.1500015258789,8868200.0,98.1500015258789
2021-01-29,97.79000091552734,95.91999816894531,97.38999938964844,96.80999755859375,8200800.0,96.80999755859375
2021-02-01,99.62000274658203,96.91999816894531,96.98999786376953,98.58000183105469,7206300.0,98.58000183105469
2021-02-02,102.4800033569336,98.77999877929688,99.05000305175781,101.6500015258789,6917700.0,101.6500015258789
2021-02-03,102.6500015258789,100.80999755859375,101.25,101.0199966430664,3934800.0,101.0199966430664
2021-02-04,104.23999786376953,101.11000061035156,101.36000061035156,103.63999938964844,6926800.0,103.63999938964844
2021-02-05,107.54000091552734,104.77999877929688,105.08999633789062,106.4800033569336,8070700.0,106.4800033569336
2021-02-08,106.52999877929688,105.33999633789062,106.41999816894531,106.26000213623047,4836600.0,106.26000213623047
2021-02-09,106.83000183105469,105.22000122070312,106.0,106.22000122070312,4095200.0,106.22000122070312
2021-02-10,106.9000015258789,104.93000030517578,106.77999877929688,105.87000274658203,4293200.0,105.87000274658203
2021-02-11,106.2300033569336,105.02999877929688,106.12000274658203,105.86000061035156,2975100.0,105.86000061035156
2021-02-12,105.94000244140625,104.72000122070312,105.73999786376953,105.30000305175781,3167800.0,105.30000305175781
